no,date_post,username,tweet,klasifikasi
1935,2023-01-12 18:06:43 SE Asia Standard Time,sketsaunmul,"[INFOGRAFIS]  Besarnya manfaat Artificial Intelligence (AI) dalam kehidupan manusia ternyata tak dibarengi dengan angka kesiapan adaptasi AI, lo!  Kira-kira bagaimana sih, sisi lain dari teknologi AI yang terkenal dengan segudang manfaat ini?🤔 Simak infografis kali ini, yuk!  https://t.co/4ttaxxlrO7",Netral
1936,2023-01-12 18:03:28 SE Asia Standard Time,riderplayer16,kaget banget ngeliat teknologi blackjack ini... apa-apa bisa diatur dengan command ke AI...  maju sekali ya teknologi medis dorama ini...🖥️🖥️🖥️  https://t.co/6Xd2mkR9mD,Positif
1937,2023-01-12 17:30:25 SE Asia Standard Time,ibnux,"Teknologi AI mulai rame, jadi kontroversi terutama AI image generator dan deepfake  Saya malah fokus ke DeepNude, bikin foto siapa aja jadi bugil  Silahkan dicoba berfantasi    https://t.co/kN81VzG1xz",Netral
1938,2023-01-12 15:03:52 SE Asia Standard Time,emilmeireza,semoga lato lato dapat bersaing dengan teknologi AI,Negatif
1939,2023-01-12 14:50:21 SE Asia Standard Time,pelabur_bijak,"Korang dapat belajar 3 benda terus.  1. Cara guna Teknologi Ai untuk hasilkan gambar seperti yang kita mahukan dengan tepat.  2. Mengolah art tadi tu menggunakan Canva dengan berkesan  3. Menjual di Etsy digitally/Print on Demand   Semua gambar ni AI yang lukis, kita taip je 👇🏼  https://t.co/UBL9FJzycq",Positif
1940,2023-01-12 14:27:03 SE Asia Standard Time,dewabizmedia,"Cara Akses dan Mengenal Dashboard Afiliasi Dewabiz: Ditengah melesatnya kemajuan teknologi saat ini, ternyata mendapatkan uang bisa kamu lakukan hanya dengan menggunakan Pc atau laptop dari rumah …    …  https://t.co/CjbjrVZYQB #Panduan #Affiliate #Afiliasi #AfiliasiDewabiz #AI",error
1941,2023-01-12 13:47:41 SE Asia Standard Time,sninfq,"dah cuba chatGPT? Teknologi AI masa depan. Berikan apa saja soalan atau minta bantuan, akan dijawab dengan kepintaran AI. Boleh guna terus di browser atau download untuk guna di PC.   https://t.co/TmRKIbPsxw  https://t.co/j56cXawWXY  #ChatGPT",Positif
1942,2023-01-12 13:06:02 SE Asia Standard Time,technologueid,"Ada Teknologi AI Audiobook Apple, Bagaimana Nasih Narator Manusia?  #Apple #ArtificialIntelligence #Audiobook  https://t.co/n8No3vgYBq  https://t.co/46OjSF688I",Netral
1943,2023-01-12 12:50:01 SE Asia Standard Time,jpfbase,"*jpf Teknologi kecerdasan buatan sudah masuk ke dunia seiyuu alias alih suara. Buktinya, Power, Jolyne, dan beberapa karakter lainnya suaranya diisi oleh AI.  https://t.co/ZFwHVo4xTF",Positif
1944,2023-01-12 11:40:13 SE Asia Standard Time,pelabur_bijak,"Korang dapat belajar 3 benda terus.  1. Cara guna Teknologi Ai untuk hasilkan gambar seperti yang kita mahukan dengan tepat.  2. Mengolah art tadi tu menggunakan Canva dengan berkesan  3. Menjual di Etsy digitally/Print on Demand   Semua gambar ni AI yang lukis, kita taip je 👇🏼  https://t.co/DUuptp71K1",Netral
1945,2023-01-12 11:28:00 SE Asia Standard Time,haiharun,Bagi aku AI ni mempercepatkan proses. Ini benda baik. Contohnya artist habis masa nak cari idea. Dengan bantuan AI dia boleh generate beratus idea.   Tugas manusia advancekan lagi teknologi art. Tengok teknologi pen/pensil dan kertas jelah.,Positif
1946,2023-01-12 09:53:23 SE Asia Standard Time,allaboutwomann,"Perempuan hrs belajar tentang #AI, mencari mentor dan sumber belajar, serta mengaplikasikan pengetahuan dlm pekerjaan sehari2, siapkan diri utk teknologi AI adlh langkah penting utk sukses era digital. @detikcom  #perempuandalamteknologi #masadepanAI   https://t.co/Ou9RREV6NX",Positif
1947,2023-01-12 01:29:26 SE Asia Standard Time,allaboutwomann,"Wanita dapat mengoptimalkan penggunaan AI dlm meningkatkan karir mereka dgn belajar tentang teknologi ini, mencari cara utk mengaplikasikan pengetahuan tersebut dlm pekerjaan mereka sehari-hari. @radityadika #AI #karir #wanita #optimisasi #TeknologiAI    https://t.co/SBMYjFrX6h",Positif
1948,2023-01-11 22:22:50 SE Asia Standard Time,yellotek,"Di Indonesia hari ini, sebuah startup teknologi baru meluncurkan platform berbasis AI yang memungkinkan pelanggan untuk mencari dan memesan layanan jasa lokal dengan mudah. #Startup #Teknologi #AI #Indonesia",Netral
1949,2023-01-11 21:59:40 SE Asia Standard Time,pradjadj,akhirnyaaaaaa.. teman masa kecil jadi 'pasangan' yang tersampaikan..  meskipun diubah pemikirannya jadi AI 🤣  yaa sedih siih.. cuma gak ditinggal mati / kena tikung lah dan masih bisa tersampaikan walaupun pakai teknologi AI 😅  #RenAI_Flops  https://t.co/usdOOTcc3u,Negatif
1950,2023-01-11 21:34:26 SE Asia Standard Time,motulz,"Hari ini mencoba teknologi AI untuk memindai 3D gerak tari. Semua proses dikerjakan oleh teman2 SMK dari Salatiga, Semarang, dan Solo  Hasil 3D ini akan dimasukkan ke dalam Unreal Engine utk dibuat animasi 3D bumper-nya IndonesianaTV  https://t.co/C3LgD2nydA",Positif
1951,2023-01-11 21:11:44 SE Asia Standard Time,allaboutwomann,Perempuan juga layak untuk menguasai teknologi AI dan menembus gender gap di dunia kerja. @agnezmo  #TeknologiAI #GenderGap #Perempuan #Karir #ArtificialIntelligence    https://t.co/uY5HywTy3E,Positif
1952,2023-01-11 21:08:19 SE Asia Standard Time,allaboutwomann,Perempuan juga layak untuk menguasai teknologi AI dan menembus gender gap di dunia kerja. @LunaMaya26   #TeknologiAI #GenderGap #Perempuan #Karir #ArtificialIntelligence    https://t.co/uY5HywTy3E,Positif
1953,2023-01-11 19:20:19 SE Asia Standard Time,allaboutwomann,Perempuan juga layak untuk menguasai teknologi AI dan menembus gender gap di dunia kerja.  #TeknologiAI #GenderGap #Perempuan #Karir #ArtificialIntelligence     https://t.co/uY5HywTy3E,Positif
1954,2023-01-11 19:06:12 SE Asia Standard Time,aiselection,Menguasai Teknologi AI: Cara Perempuan Dapat Menembus Gender Gap di Dunia Kerja  https://t.co/MGMcvRa8bX,error
1955,2023-01-11 18:57:43 SE Asia Standard Time,seper_sepuluh,"@BetaEpsilonPhi @ronnychieng Di masa depan, sepertinya pengukuran bisa lebih valid dengan makin berkembangnya teknologi AI. Tinggal analisa video2 yg tersebar di internet dan mencoba menerka perbandingan objek di sekitarnya.",Positif
1956,2023-01-11 18:43:26 SE Asia Standard Time,vivacoid,"Kyndryl Ungkap 8 Tren Teknologi 2023, Etika AI Salah Satunya   https://t.co/6MKlsGeQ2u",error
1957,2023-01-11 18:39:09 SE Asia Standard Time,arybandung,"Pikirkan IA sbg anak AI, cabang dr teknologi dasar. Otomatisasi cerdas didasarkan pd bbrp AI. Biasanya diterapkan scr sempit. Membangun alur kerja atau gunakan kemampuan belajar untuk antisipasi kebutuhan pengguna. Saat diprogram dgn logika bawaan, ia juga belajar seiring wkt.",Positif
1958,2023-01-11 18:39:07 SE Asia Standard Time,arybandung,"Mendefinisikan kecerdasan buatan vs otomatisasi cerdas  Kecerdasan buatan (AI) adalah komponen dasar dr teknologi cerdas yg mencakup banyak kemampuan penting, mulai dr otomatisasi cerdas hingga ""kecerdasan"" yg dikodekan ke dlm mesin dan robot.",Netral
1959,2023-01-11 18:20:18 SE Asia Standard Time,toservetogive,"@mx00711 Sejak revolusi industri dg ditemukannya mesin uap hingga jaman komputer, jaman internet &amp; jaman AI manusia tetap saja punya pekerjaan. Revolusi teknologi tdk pernah meningkatkan pengangguran.",Positif
1960,2023-01-11 18:17:24 SE Asia Standard Time,butuhkekayaan,"@tanyakanrl Menurutku yg bakal byk dibutuhin itu security  engineer dan gbisa digantikan AI. Prsaingan teknologi makin kenceng, skrg era digitalisasi, e-government jg. Ancaman Cyber war.",Netral
1961,2023-01-11 18:12:15 SE Asia Standard Time,tuuuiiit,#AIArt #Youtube #SatuLangkahLagi #KlanAI 🎬 🤖 Akhirnya kanal baru YouTube sederhana tentang AI Art telah buka. Ingin tahu bagaimana melukis dan menerapkan teknologi AI di seni? Langkah pertama Anda adalah subscribe di sini 👉  https://t.co/ZVH3f8R3Xf,Positif
1962,2023-01-11 17:56:06 SE Asia Standard Time,pienoe,Teknologi AI dan machine learning telah membantu dalam menganalisis data dan #edtech #TelkomDigitalkanBangsa,error
1963,2023-01-11 16:46:08 SE Asia Standard Time,cwagir,Teknologi AI dan machine learning memungkinkan komputer untuk belajar dan beradaptasi secara otomatis. #VR #TelkomDigitalkanBangsa,Netral
1964,2023-01-11 15:59:18 SE Asia Standard Time,cwagir,Komunitas teknologi telekomunikasi terus berkembang dan berkolaborasi untuk mengembangkan teknologi yang lebih baik dan lebih inovatif. #AI #TelkomDigitalkanBangsa,error
1965,2023-01-11 15:56:47 SE Asia Standard Time,cwagir,"Kemajuan teknologi juga membantu kita dalam bidang kesehatan, dengan alat-alat yang lebih canggih untuk membantu dalam diagnosis dan pengobatan penyakit."" #AI #TelkomDigitalkanBangsa",Positif
1966,2023-01-11 15:32:28 SE Asia Standard Time,bengkeldodo,"Utas sore:  Membaca Kenangan Evan Dimas Tentang Lanyalla Menggunakan Teknologi AI    Bintang sepakbola Indonesia, Evan Dimas Darmono  ternyata punya kesan tersendiri tentang sosok Ketua DPD RI Lanyalla Mattalitti.   @LaNyallaMM1 @pssi @evello12 @DudyRudianto  #lanyallaforpss1  https://t.co/86H7KUhbG6",Netral
1967,2023-01-11 15:22:22 SE Asia Standard Time,cwagir,"Penggunaan teknologi digital telah meningkat signifikan di Indonesia, #AI #TelkomDigitalkanBangsa",error
1968,2023-01-11 15:16:09 SE Asia Standard Time,evello12,Membaca Kenangan Evan Dimas Tentang @LaNyallaMM1 Menggunakan Teknologi AI   Sebuah utas  https://t.co/YYDrMSD0zp,error
1969,2023-01-11 14:47:52 SE Asia Standard Time,the_geotimes,Dampak dari Penerapan Teknologi AI Pada Industri Otomotif  https://t.co/ykzrzNmqOL,error
1970,2023-01-11 10:49:46 SE Asia Standard Time,mayar_id_,Memperkenalkan MAIA - Mayar AI Assistant  Teknologi AI yang dapat membantu kamu untuk: - membuat copywriting landing page/email marketing - membuat CTA keren - membuat gambar promo mantap  Coba sekarang juga di  https://t.co/Drqla3b0QA  https://t.co/oJrKZvWHox,Positif
1971,2023-01-11 10:12:18 SE Asia Standard Time,tuuuiiit,#ArtificialIntelligence #AI #Youtube #subscribe Mulai sekarang mari ikuti #AIArt di youtube channel kita! Coba temukan gagasan kreatif dan unik menggunakan teknologi AI disini:  https://t.co/G1X0wrUsTP Jangan l,Netral
1972,2023-01-11 09:08:57 SE Asia Standard Time,juniarqinta,Teknologi AI dan machine learning telah membantu dalam menganalisis data dan #programming #TelkomDigitalkanBangsa,Positif
1973,2023-01-11 01:42:32 SE Asia Standard Time,poppysetiawan87,"@pgncom_id Kecerdasan buatan disebut dengan istilah kerennya AI (Artificial Intelligence) saat ini sudah banyak bertebaran &amp; diterapkan di berbagai bidang kehidupan. AI merupakan teknologi yang memerlukan data untuk dijadikan pengetahuan, sama seperti manusia.  #PGNCOM  #explorethefuture",Netral
1974,2023-01-10 22:13:04 SE Asia Standard Time,tuuuiiit,"#AIArt #MenyanyikanSeni #YouTube  Mulai sekarang, pengagum seni dan teknologi, mari kita bergabung dalam perluasan kemampuan kita untuk menyanyikan seni! Yuk, subscribe channel YouTube baru kami tentang AI Art,  https://t.co/UaXeSn86JZ",Positif
1975,2023-01-10 20:30:27 SE Asia Standard Time,matanajwa,Ada yang udah pernah nyobain Chat GPT atau teknologi Open AI belum nih?,Netral
1976,2023-01-10 19:14:31 SE Asia Standard Time,bahtiardondo20,"@RepublikRupiah Gimana pandangannya nih kak terkait project"" crypto yang berfokus pada teknologi AI yang lagi trending memasuki awal tahun 2023 contohnya saja  https://t.co/6DbYY1JCiU (FET) apakah project crypto AI ini berpotensi menjadi sebuah trend sektor baru dalam dunia crypto ditahun ini?",Netral
1977,2023-01-10 18:43:35 SE Asia Standard Time,blogteknisi,Bagaimana AI dan Machine Learning Mengubah Dunia Teknologi?  https://t.co/xx3cmpc58U,Positif
1978,2023-01-10 18:26:22 SE Asia Standard Time,cintrabuana,Hi CyberFriends! Kemunculan ChatGPT dari OpenAI membuat Microsoft dan Google tengah bersaing teknologi artificial intelligence pada fitur search engine mereka.  #Cybertrending #ChatGPT #Cybertrend #Microsoft #Google #RedCode #OpenAI #DALLE #AI #ArtificialIntelligence #chatbots  https://t.co/GlewCA4bx2,Netral
1979,2023-01-10 18:24:34 SE Asia Standard Time,kigaoki_kei,Dengan dunia AI yang makin meningkat. Bahaya tu memang ada.  Taip perkataan pun AI boleh teka gambaran and precision makin meningkat setiap tahun.   Contoh DeepFake.  Aku pun tak tahu mcm mana nak elak. Sebab teknologi lama kelamaan jadi wajib sbb workflow &amp; moneyflow meningkat,Negatif
1980,2023-01-10 16:33:04 SE Asia Standard Time,beritabaruco,Arnold Schwarzenegger Memperkenalkan Mobil BMW dengan Teknologi Tinta Elektronik AI  https://t.co/DWBHvaBnXi #NEWS #OTOMOTIF #AI #ardoldscwarzenegger #BMW  https://t.co/UElrQ9oc5G,Netral
1981,2023-01-10 15:39:04 SE Asia Standard Time,beritabaruco,Perangkat Teknologi AI ini Dapat Menganalisis Arti Suara Tangisan Bayi  https://t.co/9tsI1cuuwP #GADGET #SAINS #AI #bayi #inovasi  https://t.co/do3OdzRay3,Positif
1982,2023-01-10 13:07:01 SE Asia Standard Time,rarapr08,Teknologi Dalam Dunia Kerja. Berikut adalah teknologi dalam dunia kerja. 1. Penggunaan AI AI membentuk kembali dunia dalam bisnis dan pasar konsumen dan..  https://t.co/Y2JfBKI8Us,Positif
1983,2023-01-10 12:18:04 SE Asia Standard Time,rakatadotid,"TANYA AI: Seperti Apa Kriteria Cerita Fiksi yang Bagus?  Kamu juga mungkin mulai notice soal kehadiran teknologi AI berupa semacam chatbot yang bisa kita ajak ngobrol dan tanya-tanya tentang macam-macam.   Iseng, MinRa mau coba tanya-tanya sama AI hal-hal terkait baca/tulis.",Netral
1984,2023-01-10 12:00:03 SE Asia Standard Time,tekdotid,"Dari AI hingga cloud computing, ini tren teknologi yang perlu diperhatikan di 2023  https://t.co/CheEe8tZ69  https://t.co/abr5blFm31",Netral
1985,2023-01-10 10:12:12 SE Asia Standard Time,tuuuiiit,Yuk dibahas tentang teknologi dan seni AI! Saya baru membuat sebuah konten baru di YouTube tentang AI Art! Follow alamat berikut untuk yang ingin subscribe:  https://t.co/G1X0wrUsTP #AIArt #SeniAI,Positif
1986,2023-01-10 07:43:29 SE Asia Standard Time,tekkugizmo,"Microsoft dilaporkan telah bereksperimen dengan membangun teknologi AI bahasa OpenAI ke dalam aplikasi Word, PowerPoint, dan Outlook-nya.  https://t.co/nlk3IjW8RF",Netral
1987,2023-01-10 07:09:36 SE Asia Standard Time,ramlahhamad,Zaman berubah. Generasi sekarang boleh minta khidmat nasihat ai untuk dapatkan jawapan dan solusi… tak perlu nak fikir sendiri sampai pecah otak. Semua ada di hujung jari. Gunalah sebaiknya agar potensi otak manusia tidak tersekat dan terikat dengan teknologi semata-mata…,Negatif
1988,2023-01-10 03:38:40 SE Asia Standard Time,zdeeab,Meta melancarkan teknologi penyasaran iklan AI dalam usaha mengurangkan diskriminasi  https://t.co/KzGdCqJaHq,Positif
1989,2023-01-09 23:11:45 SE Asia Standard Time,hanjiqrel14,"@tanyakanrl Informatika. Jangan masuk kalo cuman coba coba apalagi gaada minat di dunia teknologi kaya ngoding, AI dan sebagainya. Tar sulidddddddd amat sangat suliddd 😭",error
1990,2023-01-09 22:57:05 SE Asia Standard Time,beritabaruco,"Ditenagai Teknologi NASA dan AI, CZ Smartwatch Mampu Ukur Kelelahan Pengguna  https://t.co/GxbOuCXP28 #AI #Amerika #Citizens #inovasi #Nasa  https://t.co/CuJOnBDoHR",Positif
1991,2023-01-09 18:25:11 SE Asia Standard Time,nctyuota,intinya game malem ini adalah game tebak lagu yg memanfaatkan teknologi AI voice over. jadi nanti gw post video berisi suara lirik dr lagu yg mesti ditebak,Netral
1992,2023-01-09 12:28:07 SE Asia Standard Time,shyyyuuu,"✅ Waranti sehingga 10 tahun ✅ Percuma servis setiap 6 bulan mengikut pakej sewaan ✅ Jimat elektrik sebab Inverter ✅ Mesin besar muat 10 kg untuk basuh, 9 kg untuk kering ✅Teknologi AI yang sangat memudahkan urusan anda ✅Hanya 35minit, baju siap kering dan TIDAK BERKEDUT",Positif
1993,2023-01-09 08:26:06 SE Asia Standard Time,idntimes,"5 Prediksi Teknologi di Tahun 2023, Peran AI Semakin Penting?  https://t.co/QMuCNVXfQE",Netral
1994,2023-01-09 05:19:58 SE Asia Standard Time,thegr8_8,@abybay14 @TechmenID @dedy_irvan 20 tahun kedepan malah gak perlu ngetik kalo teknologi AI makin maju. 😂,Negatif
1995,2023-01-08 22:08:47 SE Asia Standard Time,marcelinusmario,"baru nggeh, AI di film moonfall.  mirip sama teknologi yg diciptain sama Hiro di Big Hero 6.  takjub!",Positif
1996,2023-01-08 21:16:51 SE Asia Standard Time,ceefbees,Apa yg akan terjadi selanjutnya di bidang teknologi? Penerapan AI dan Web 3.0 semakin menarik.,Positif
1997,2023-01-08 20:41:05 SE Asia Standard Time,tarizsolis,"'M3GAN' ini seru!  Kisahkan boneka AI yg sanggup membunuh siapapun yg berani melukai pemiliknya, film ini memantik ngeri &amp; tegang bukan semata dari kecakapan menebar teror. Tapi juga lantaran konfliknya terasa amat dekat mengenai dampak negatif dari kecanduan teknologi pada anak.  https://t.co/BXomQJp7qf",Negatif
1998,2023-01-08 20:17:00 SE Asia Standard Time,kacamatafauzi,@farhanrrzman Betul! M3GAN lebih kepada teknologi Ai yang menjadi terlalu pandai. Sampai diluar kawalan. Set low expectation is a great start tapi overall terhibur lah juga. Buat bahan hiburan dihari minggu gituu,Netral
1999,2023-01-08 14:49:06 SE Asia Standard Time,beritabaruco,Prediksi Gambaran Stadion Bola Masa Depan oleh Arsitek Teknolgi AI  https://t.co/8buPUM1ciU #SAINS #AI #gambaran #stadion #teknologi  https://t.co/zxHfAtU8q0,error
2000,2023-01-08 13:08:36 SE Asia Standard Time,kompasiana,Rekacipta Teknologi Kecerdasan Digital (Artificial Intelegence/AI) dalam Pendidikan  https://t.co/vMkcRv1zp6,Netral
2001,2023-01-08 10:05:13 SE Asia Standard Time,itsme_s41d,"Semua pertanyaan itu juga membantunya menjadi lebih pintar.  ChatGP baru ada selama lima minggu tetapi sudah menimbulkan pertanyaan sulit tentang masa depan AI dalam pendidikan, industri teknologi, dan sejumlah profesi.",Netral
2002,2023-01-08 00:36:51 SE Asia Standard Time,byeolbichjie,@kdrama_menfess baguss awalnya kek bingung gt karena tentang ai / teknologi game gt,Netral
2003,2023-01-07 21:09:43 SE Asia Standard Time,cineverse_id,Teror boneka pembunuh dengan teknologi AI yang mengagumkan? 😲  Dari pada penasaran mending cek reviewnya di  https://t.co/X864ftjCJz  #cineverseid #M3GAN  https://t.co/vyPqSVL3bD,Positif
2004,2023-01-07 19:09:49 SE Asia Standard Time,cryptondo,Teknologi AI kok makin kelihatan hilalnya yak 👀,Negatif
2005,2023-01-07 17:46:21 SE Asia Standard Time,deviirmasafitri,"Habis nonton M3gan yg genrenya sci-fi horor. Lumayan bikin mikir jg, slh satunya soal potensi AI atau teknologi scr aktif membahayakan manusia kyk apa yg dilakukan Megan. 😖  Film pemberontakan robot AI udh byk kayaknya ya. Malah ada yg jadiin sbg teori sebab hancurnya dunia.",Negatif
2006,2023-01-07 16:54:23 SE Asia Standard Time,djaranmati,@mrs_enci @Paramecwara @audhinafh Katanya pakai teknologi AI kok bikin data berhari2,Negatif
2007,2023-01-07 10:18:43 SE Asia Standard Time,arybandung,"ARTECH META GLOBAL (AMG)   Membangun dan mengelola sistem teknologi. Semua sektor (keuangan, logistik, transportasi, pertanian) fokus:  - analisis data, ilmu data, dan keamanan data - membuat jg mengelola sistem dan software/aplikasi - kecerdasan buatan (AI) - inovasi hardware .  https://t.co/2cN4DGKGDZ",Netral
2008,2023-01-07 10:13:23 SE Asia Standard Time,pahpa5,"Kemarin banget coba bikin deskripsi singkat buat isi CV pakai bantuan AI. You know what I got? Gilaaa! AI secanggih itu kali, cuman modal beberapa kata kunci udah dijabarin semuanya dan relate sama yg aku mau.  Kebayang gk sih teknologi ini 10 tahun kedepan bakal semaju apa??",Positif
2009,2023-01-07 08:10:44 SE Asia Standard Time,saifulbramli,@UMonline Jika akses dibenarkan ianya hanya paparan abstract sahaja. Semua pengunaan AI dan teknologi moden perlu berintegrasi dgn hakcipta elektronik bagi mengawal dan menjaga kebajikan pemilik hakcipta intelek tersebut. Berdasarkan pengalaman di luar negara.,Netral
2010,2023-01-07 08:01:39 SE Asia Standard Time,umonline,Kursus sains perpustakaan perlu menggabungkan lebih banyak subjek dan latihan dalam teknologi dan AI bagi memastikan bakal graduan bersedia menghadapi cabaran abad ke-21.  https://t.co/g4lWlVSvrm,Netral
2011,2023-01-07 05:32:44 SE Asia Standard Time,zrjackspicer,Tren teknologi CES 2023 mencakup gadget metaverse dan perangkat AI  https://t.co/HboOzaMgXx,Netral
2012,2023-01-06 23:10:12 SE Asia Standard Time,zetrogede,Apa Dampak Kecerdasan Buatan Dan #Teknologi Terhadap Masyarakat  Apa yang perlu kita pertimbangkan tentang masa depan di mana kecerdasan buatan #AVAX  https://t.co/B4210kujvV #bijaktechno #ai #sosial,error
2013,2023-01-06 18:11:23 SE Asia Standard Time,_banyulaut,"Musik dan teknologi kreatif ini, di kampus S1 dulu juga ada. Bikin musiknya udah pake laptop, AI, gak bisa main alat musik dan baca nada yoo rapopo 🙃",Negatif
2014,2023-01-06 16:05:02 SE Asia Standard Time,moviemenfes,"Think of it as a social commentary mvs about the danger of technology (particularly AI) dikemas dengan bumbu horor dan dark comedy. Dijelasin banget dampak negatif teknologi pada anak kecil, terutama attachment issuenya. Plotnya juga ngejabarin gimana cara parenting  (cont..)",Negatif
2015,2023-01-06 15:09:57 SE Asia Standard Time,kapangajiann,"@aria_ghora Pake teknologi pak, namanya AI (Anak Intern)",Netral
2016,2023-01-06 13:39:04 SE Asia Standard Time,wendysanarwanto,"@txtdarikorporat ""Asik"" ini luas. Orang IT punya universe ""Ngobrol yg asik"" sendiri. Contoh ngobrolin system high level architecture, code security, teknologi devops terkini, AI , dsj . Buat mereka, ngobrolin hal"" ini itu asik",Positif
2017,2023-01-06 12:56:21 SE Asia Standard Time,wantiknas,"#SobatTIKNas, ada banyak tren teknologi di era industri 4.0 dan salah satunya adalah Artificial Intelligence (AI).   #Artificialintelligence #kecerdasanartifisial #digital #transformasidigital #wantiknas",Netral
2018,2023-01-06 12:01:13 SE Asia Standard Time,smfamfess,"Pb! Apa first impression kalian pas tahu konsep æspa?   Kalau sender excited bgt pas tau mereka pakai konsep berbau AI, kebetulan sender kerja nya di bidang teknologi pengembangan AI, jadi senang pas ada grup kpop yang menyenggol sama kerjaan hehe. Tapi lebih excited pas (cont)  https://t.co/LEwDl94iJp",Positif
2019,2023-01-06 11:56:15 SE Asia Standard Time,anggaandinata,"Setelah seminggu cobain berbagai tools AI: Pakai AI bisa jadi kaya “Godlike Human”. Teknologi Google search, social media, dll serasa jadi teknologi masa lalu.",Positif
2020,2023-01-06 11:28:32 SE Asia Standard Time,adipatilanang,AI ADALAH SETAN MENGAPA KAPITALISME SEKARANG SCAM INFORMASI ADALAH UANG PERANG NAPOLEONIC ROTHSCHILD  https://t.co/YMdcQeic3n… Dr John Hall: Pengawasan Ilegal  https://t.co/eZbkOXI4qJ… TEKNOLOGI MODULASI BIOFIELD DATANG DENGAN 🔗 NAZIS  https://t.co/4O57uX02cU…  https://t.co/qVCvY5evi2,Negatif
2021,2023-01-06 10:48:02 SE Asia Standard Time,bizlawindonesia,"Teknologi ini Diramal Akan Jadi Tren Tahun 2023, Ada Metaverse dan AI  https://t.co/eD7XW7xuud",Netral
2022,2023-01-06 01:08:39 SE Asia Standard Time,itshrts_fr,"Sm kek teknologi anying iye sih enak, tpi lama kelamaan jadi budak teknologi,budak AI. Semakin lama kebutuhan manusia malah tergantikan ama teknologi karena ini manusia jdi dipaksa ngelakuin yang bikin tingkat stressnya tinggi anying….",Negatif
2023,2023-01-06 00:40:58 SE Asia Standard Time,bumikoksegitiga,"@BucinnJaehyun SM selalu keluarin bg-gg yang genrenya / konsep /brand image setipe ga sihh?   Karena udah debutin NCT, yang “teknologi” banget, jadinya mau gamau harus debutin yang setipe kyk “AI” ya lahirnya aespa dan membernya beda dgn smrookies girl. Sedangkan mhj genrenya ga kesitu",error
2024,2023-01-05 21:54:46 SE Asia Standard Time,ryokunishimura,"Aku jawab via QRT aja.  AI atau Artificial Intelligence, artinya kecerdasan buatan. Jadi gambarnya 'dibikin' oleh teknologi, bukan tangan dan otak kita, tapi 'otak' komputer",Netral
2025,2023-01-05 20:15:24 SE Asia Standard Time,widyarobotics,Tingginya produksi tambang dan mineral di Indonesia masih kurang dukungan teknologi.   “Jadi apa solusimu sebagai warga negara Indonesia min?”   Tenang tenang🥰  Mungkin scroll sampai akhir jawabannya🤫   #widyarobotics #ai #robotics #tambang #anaktambang #duniatambang  https://t.co/yi2Za1jvO7,error
2026,2023-01-05 17:52:23 SE Asia Standard Time,telkomsolution,"Berdasarkan artikel yang dipublikasikan oleh Mc Kinsey, dalam penelitiannya membuktikan bahwa adaptasi teknologi Artificial Intelligence (AI) meningkat lebih dari 2x lipat hingga 2022 ini.  https://t.co/1hr3IOP2Tl",Netral
2027,2023-01-05 16:19:42 SE Asia Standard Time,fakhriilhamp,"Inilah contoh menggambar dari foto lalu berubah menjadi anime/manga style. Tanpa teknologi AI, ini semua digambar dengan tangan sendiri.  Mention ah teh @isyanasarasvati  https://t.co/10kZbO5JR8",error
2028,2023-01-05 16:11:27 SE Asia Standard Time,ivosights,7 Tren Contact Center di 2023  Dunia contact center sedang mengalami pergeseran kebutuhan dan prioritas. Contact center lebih memfokuskan pada solusi teknologi yang terintegrasi dengan AI  Selengkapnya di  https://t.co/fmbAR5x9Vf,Netral
2029,2023-01-05 11:25:49 SE Asia Standard Time,beritakinib,"Terbaik daripada CES 2023: Kasut elektrik, teknologi haiwan peliharaan dan AI untuk burung -  https://t.co/QweLJwGcH1 LAS VEGAS: Syarikat teknologi dari semua saiz sedang mempamerkan",Positif
2030,2023-01-05 07:00:11 SE Asia Standard Time,tekdotid,Samsung usung oven pintar dengan teknologi AI  https://t.co/8Yx96kmHk1  https://t.co/Yr36GwGA8x,Netral
2031,2023-01-05 06:30:30 SE Asia Standard Time,medcom_id,Berbagai perusahaan di semua industri sedang dalam proses mewujudkan upaya transformasi digital. Mereka juga ingin semakin mengerahkan teknologi baru seperti kecerdasan buatan (artificial intelligence/AI).  #MedcomID    https://t.co/CNageGbsSI,Netral
2032,2023-01-05 00:11:36 SE Asia Standard Time,adriantom25,ingat guys kalau rumah kalian punya vacuum cleaner berarti kalian menggunakan teknologi AI (Alat Isep),Positif
2033,2023-01-04 21:45:03 SE Asia Standard Time,trenotoid,"Pabrikan otomotif Chrysler pamer head unit raksasa yang dibuat khusus EV, canggih dan dilengkapi teknologi AI  https://t.co/DUCLfh6dAg",Positif
2034,2023-01-04 20:19:32 SE Asia Standard Time,inixindo_id,Informasi lebih lanjut : WA +62 21 57940868 Email : info@inixindo.id Website :  https://t.co/o7qeWVCeTP  #inixindo #sayapilihinixindo #inixindojakarta #trainingit #pelatihanit #tech #technology #teknologi #salamkompeten #technology #AI #Artificial #intelligence #data #analyst  https://t.co/iDnJhSavFS,error
